"REVIEW_NUM","USER_NUM","WINE_NUM","REVIEW_CONTENT","REVIEW_DATE","REVIEW_RATING","REVIEW_COUNT_LIKE"
3558,887,43,"매끄러운 탄닌과 중간 크기의 몸통을 가진 집중적인 빨간 열매와 자두. 담배와 감초로 뒷맛이 밝음","Feb 25, 2018",4.5,3
3559,565,43,"게다가 이 둥근 빨간색은 매실, 건포도, 계피, 삼나무, 후추 맛을 보여준다. 그 탄닌은 아직도 꽤 단단하고 신선한 산성으로 균형이 잡혀 있다. 지금은 성숙하지만, 생명력은 풍부합니다.","Dec 2, 2016",3.5,187
3560,965,43,"91% 템프라닐로, 8% 그라시아노, 1% 가르나차.
프렌치 오크에서는 14개월, 40%는 새로 들여왔고 나머지 30개월은 병에 담았습니다. ?? 블랙커런트, 자두, 발라믹 노트, 가죽, 흙 및 다크 초콜릿. ? 균형감 있고 벨벳하며 구조가 양호하며 탄닌이 둥글다. 블랙베리, 체리, 민트, 허브, 밀크 초콜릿. 4.1??","Mar 13, 2020",4,92
3561,754,43,"아름다운 냄새. 붉은 체리와 자두. 달콤한 향신료, 바닐라 시리얼, 맥아 우유 분말 노트, 밀크 초콜릿 같은 거요 금담배, 삼나무, 연필 부스러기. 민트.
풍미롭다. 매우 부드럽고 벨벳 같은 텍스처. 타닌은 아직 조금 까다롭다. 매우 기분 좋은 마무리, 아마 조금 짧을 것이다.","Apr 14, 2021",4,17
3562,2460,43,"믿을 수 없을 정도로 복잡하다. 검은 베리, 민트, 빨간 베리. 믿을 수 없는 기쁨.","Jan 14, 2017",5,1
3563,844,43,"맑고, 깊은 루비. 체리, 라즈베리, 가죽 및 민트의 깨끗하고 중간 강도의 향. 건조, 중간 플러스 산도, 중간 플러스 탄닌, 중간 플러스 바디, 중간 마무리. 2004년은 예비역 치고는 아직 젊다. 3~5년 후에 다시 방문하십시오.","Dec 2, 2018",4,3
3564,2461,43,"링곤베리, 블랙 체리, 바닐라 그리고 아니스 약간. 풍부한 중간 정도의 미세 입자가 신선한 산과 잘 조화되어 있다. 길고 복잡하다. 2022-2027년 최고의 George 잠재력?","Jul 10, 2017",4,3
3565,2462,43,"건조, 중간 탄닌, 중간 산도, 코 안의 아니스, 오크, 미각 - 블랙 커런트, 토스트, 짧은 마무리","May 18, 2017",4,1
3566,286,43,"강렬한 루비 레드 컬러의 유리잔! 코는 풍부하고 블랙베리 열매와 감초음표로 유혹적입니다! 구수한 참나무, 향긋한 발사믹 뉘앙스를 곁들인 유연탄, 그리고 매우 긴 마무리로 풍성한 미각을 선사합니다! 건배!","Jan 15, 2018",4,134
3567,1646,43,"아마도 내가 가장 좋아하는 리오자일 것이다. 유연하고 윤이 나는 텍스처. 우아하고 고소한 스타일. 가치도 좋고요.","Sep 22, 2019",5,6
3568,2463,43,"대부분 과일맛에 고소한 음색이 더해져 있습니다.","Jul 22, 2019",4,1
3569,2464,43,"2004 Roda I Reserva는 나무 연기, 에스프레소, 향, 담배, 블랙 체리, 그리고 블랙베리로 이루어진 표현력 있고 젊은 부케가 있는 자주색이다. 입천장에 구조화된, 그것은 6-8년 동안 더 진화할 수 있는 충분히 익은 탄닌을 가지고 있습니다. 달콤한 과일로, 이것은 뛰어난 깊이와 집중력, 층층이 있는 고소한 맛, 그리고 길고 순수한 마무리를 가지고 있습니다. 그 빈티지 한지 10년이 지났는데 점점 더 좋아지고 있어요! 가격은 비싸지만 와인 평론가들이 꼽은 90's 고가의 가격!","Feb 12, 2014",5,2
3570,2465,43,"화이트 초콜릿, 피망, 멘톨, 으깬 바위의 미묘한 음조 펑키 록. 내가 어렸을 때 놀면서 자랐던 개자식들처럼. 태닌은 비교적 젊기 때문에 여전히 투덜거린다. 좋은 과일이지만 알갱이가 많다. 씨앗에 초점을 맞춘 과식한 산딸기를 상상해보라. 내가 원하는 만큼 끝내지 마. 하지만 그건 템프라니요와 함께 하는 나에게 다소 흔한 일이야. 90% 템프라닐로, 7명의 그라시아노, 3명의 가르나차.","Jul 18, 2019",3.5,0
3571,2466,43,"짙은 빨간색, 알코올과 멘톨이 들어간 빨간색 과일. 미디엄 바디. 병 안에 더 많은 시간이 필요하다.","Nov 26, 2015",4,1
3572,980,43,"레드 리히드 베리는 오크, 말린 허브, 가죽, 시가 박스의 미묘한 향과 맛으로 이어지며, 잘 익은 레드 베리가 도체를 이룹니다.
정제된 무두질, 낮은 산도, 부드러운 마무리.
토마호크 BBQ, 치킨 윙, 소시지, 집에서 만든 피자와 짝을 이룹니다.","May 29, 2020",4.5,13
3573,1091,43,"91% 템프라닐로, 8% 그라시아노, 1% 가르나차 - 14M 프랑스 바리케 (40% New) + 13M 병아리였습니다.
N: 레드&블랙 체리, 달콤한 과일, 건조 허브, 밀크 초콜릿.
P: 완벽한 탄닌 통합으로 균형과 산도가 좋습니다. 이 제품은 바로 마실 수 있으며 최고점에 도달했습니다. 4,1*","Mar 19, 2020",4,41
3574,2467,43,"어떤 와인은 사랑에 관한 것이고, 또 어떤 와인은 돈과 관련된 것이다. 이 병과 이전 병 사이의 주요 차이점이 바로 그것입니다.
딸기잼, 크리스마스 케이크, 티임과 쿠민, 가지치기, 호밀 크래커, 말린 유칼립투스 잎과 모든 향신료를 첨가한 촘촘하고 복잡합니다.
미각의 완벽한 균형, 매끄러운 정중한 타닌, 칵테일 체리, 후추, 월계수 잎 노트; 약간 쓴 체리 스톤으로 메드 마감.","Aug 19, 2015",4,54
3575,1440,43,"검붉고 길고 두꺼운 다리가 있다. 체리, 감초, 유칼립투스 그리고 캐러멜과 연기 노트. 코가 복잡하네요 입천장에 검은 과일, 연기, 가죽이 크게 폭발했다. 강력하지만 압도적이지 않은 탄닌. 중간에서 길게 맛보다. 잘됐네요","Jul 14, 2013",4,0
