"WINE_NUM","WINENERY_LINK"
147,""
148,""
149,"https://www.migueltorres.cl/"
150,"https://www.forrest.co.nz/"
151,"https://grofdegenfeld.com/en/"
152,"https://www.kracher.at/"
153,"https://www.sanmarzanowines.com/it/"
154,"https://aj-adam.de/"
155,"https://quadywinery.com/"
156,"https://bodegasmendoza.com/"
157,"http://disznoko.hu/"
158,"https://www.monteswines.com/"
159,""
160,"https://www.vartely.md/"
161,"https://vinamaipo.com/"
162,"https://vinamaipo.com/"
163,"https://www.debortoli.com.au/"
164,"https://ximenezspinola.com/"
165,"https://ximenezspinola.com/"
166,"https://www.gonzalezbyass.com/"
167,"http://toroalbala.com/"
168,"https://www.quintadonoval.com/"
169,"https://hidalgo.com/"
170,"https://lustau.es/"
171,""
172,"https://www.alvear.es/"
173,"http://www.delgadozuleta.com/"
174,"https://www.warre.com/home.php"
175,"http://bodegastradicion.es/en/"
176,"https://lustau.es/"
177,"https://hidalgo.com/"
178,"http://www.delgadozuleta.com/"
179,"https://www.niepoort-vinhos.com/pt/"
180,"http://www.maestrosierra.com/home/"
181,"http://fernandodecastilla.es/en/"
182,"http://www.gutierrez-colosia.com/"
183,"https://www.warre.com/home.php"
184,""
185,""
186,"http://www.gutierrez-colosia.com/"
187,"https://www.alvear.es/"
188,"http://www.equiponavazos.com/es/inicio/"
189,"https://www.temposvegasicilia.com/"
190,"https://www.bodegasmuga.com/"
191,"http://casacastillo.es/"
192,"http://www.vinasastre.com/"
193,""
194,"http://tomaspostigo.es/"
195,"http://www.losadavinosdefinca.com/"
196,"https://www.temposvegasicilia.com/"
197,"https://www.temposvegasicilia.com/en/wine/233/pintia"
198,"https://www.temposvegasicilia.com/"
199,"https://www.pagodecarraovejas.com/"
200,"https://www.temposvegasicilia.com/en/wine/233/pintia"
201,"https://www.pagodecarraovejas.com/"
202,"https://www.donnafugata.it/"
203,"https://bodegasaltomoncayo.com/"
204,"https://www.gitana.md/shop/rezerva/rose-rezerva/
"
205,"https://www.marquesdemurrieta.com/bodegas-rioja/index.php
"
206,"https://www.temposvegasicilia.com/en/wine/233/pintia"
207,"https://www.bodegasmuga.com/"
208,"https://www.masmartinet.com/"
209,"https://www.temposvegasicilia.com/"
210,"http://www.vinasastre.com/"
211,"http://www.bodegacontador.com/"
212,"https://www.temposvegasicilia.com/"
213,"https://www.bodegasmuga.com/"
214,"https://www.temposvegasicilia.com/"
215,"https://www.bodegasmuga.com/"
216,"http://casacastillo.es/"
217,"http://www.vinasastre.com/"
218,""
219,"http://tomaspostigo.es/"
220,"http://www.losadavinosdefinca.com/"
221,"https://www.temposvegasicilia.com/"
222,"https://www.temposvegasicilia.com/en/wine/233/pintia"
223,"https://www.temposvegasicilia.com/"
224,"https://www.pagodecarraovejas.com/"
225,"https://www.temposvegasicilia.com/en/wine/233/pintia
"
226,"https://www.pagodecarraovejas.com/"
227,"https://www.donnafugata.it/"
228,"https://bodegasaltomoncayo.com/"
229,"https://www.gitana.md/shop/rezerva/rose-rezerva/"
230,"https://www.marquesdemurrieta.com/bodegas-rioja/index.php"
231,"https://www.temposvegasicilia.com/en/wine/233/pintia"
232,"https://www.bodegasmuga.com/"
233,"https://www.masmartinet.com/"
234,"https://www.temposvegasicilia.com/"
235,"http://www.vinasastre.com/"
236,"http://www.bodegacontador.com/"
237,"https://www.temposvegasicilia.com/"
238,"https://www.bodegasmuga.com/"
239,"https://www.ikonboraszat.hu/"
240,"http://www.rochesneuves.com/"
241,"https://domaineguiberteau.fr/"
242,"http://domaine-ecu.com/"
243,"https://www.vallegarcia.com/"
244,"http://www.pagosdefamilia.es/html_en/vinos.html"
245,""
246,"http://www.bodegasmasalta.com/"
247,"https://www.paraduxx.com/"
248,"http://andrewjanuikwines.com/"
249,"https://www.abadia-retuerta.com/"
250,"http://www.chateau-lalagune.com/"
251,"http://www.pagosdefamilia.es/html_en/vinos.html"
252,"https://saxenburg.co.za/"
253,"https://www.blackstallionwinery.com/"
254,"https://www.louismartini.com/"
255,""
256,""
257,"https://www.rutiniwines.com/"
258,"https://www.malescot.com/"
259,"https://prieure-lichine.fr/"
260,"https://prieure-lichine.fr/"
261,"https://www.estournel.com/en/"
262,"http://www.chateau-lalagune.com/"
263,"https://www.ridgewine.com/"
264,""
265,"https://www.doqpriorat.org/es/"
266,"https://www.robertmondaviprivateselection.com/"
267,"https://www.louismartini.com/"
268,"https://www.leoville-poyferre.fr/en/"
269,""
270,"https://kumeuriver.co.nz/"
271,""
272,"http://www.domainehubertlamy.com/"
273,"https://www.champagne-billecart.fr/"
274,"https://www.moet.com/en-int"
275,"https://gaja.com/"
276,"https://gaja.com/"
277,""
278,"https://etiennesauzet.com/"
279,"http://octavin.fr/"
280,"https://www.jeanpaulbenoit-droin.fr/"
281,"http://www.joseph-burrier.com/index.php"
282,"http://www.chateaudeberu.com/"
283,"http://larmandier.fr/fr/"
284,"https://bereche.com/"
285,"https://www.montgueux.com/"
286,"http://www.vouette-et-sorbee.com/"
287,"http://www.radikon.it/"
288,"https://www.domaineguillemotmichel.net/"
289,"https://www.champagne-gimonnet.com/"
290,"https://gaja.com/"
291,"https://www.houseofarras.com.au/"
292,"https://aquitania.cl/"
293,"https://www.champagne-delamotte.com/fr/"
294,"https://bodegasaltomoncayo.com/"
295,"https://bodegasaltomoncayo.com/"
296,"https://gilfamily.es/bodegas_ateca"
297,""
298,"https://ferrerbobet.com/"
299,"https://alvaropalacios.com/"
300,"https://www.closfigueras.info/en/home/"
301,"https://www.masdoix.com/en/"
302,"https://www.amistat.news/"
303,"https://glaetzer.com/"
304,""
305,"https://www.bethany.com.au/"
306,"https://www.bethany.com.au/"
307,"http://bernabeleva.com/"
308,"https://paresbalta.com/"
309,"http://tomaspostigo.es/"
310,"https://www.rutiniwines.com/"
311,"https://matiasriccitelli.com/"
312,"https://matiasriccitelli.com/"
313,"https://matiasriccitelli.com/"
314,"https://www.terrazasdelosandes.com/en/"
315,"https://matiasriccitelli.com/"
316,"https://www.rutiniwines.com/"
317,"https://matiasriccitelli.com/"
318,"https://luigibosca.com/"
319,"https://www.susanabalbowines.com.ar/"
320,"https://matiasriccitelli.com/"
321,"https://luigibosca.com/"
322,"http://www.mascotavineyards.com/"
323,"https://www.susanabalbowines.com.ar/"
324,"https://www.kaikenwines.com/disclaimer"
325,"https://matiasriccitelli.com/"
326,"https://matiasriccitelli.com/"
327,"https://matiasriccitelli.com/"
328,"https://www.kaikenwines.com/disclaimer"
329,"https://matiasriccitelli.com/"
330,"https://matiasriccitelli.com/"
331,"https://wines.monteviejo.com.ar/"
332,"https://matiasriccitelli.com/"
333,"https://www.terrazasdelosandes.com/en/"
334,"https://www.haciendamonasterio.com/"
335,"https://www.haciendamonasterio.com/"
336,"https://www.lafleurdebouard.com/"
337,"https://ollerdelmas.com/"
338,"https://www.chateau-latour.com/en"
339,"https://www.gazin.com/"
340,"https://www.moueix.com/"
341,"https://www.thunevin.com/"
342,"http://chateaufonroque.net/"
343,""
344,"https://www.vallegarcia.com/"
345,"https://www.newtonvineyard.com/"
346,"https://www.puririhills.com/"
347,"http://www.chateaulaserre.com/"
348,"Ch?teau Pindefleurs"
349,"http://www.chateaumonbousquet.com/"
350,"https://www.moueix.com/"
351,"https://www.canrafolsdelscaus.com/"
352,""
353,""
354,""
355,"https://www.stagsleap.com/"
356,"http://www.chateaumonbousquet.com/"
357,"https://www.thunevin.com/"
358,"http://www.chateaumonbousquet.com/"
359,"https://www.haciendamonasterio.com/"
360,"https://www.haciendamonasterio.com/"
361,"https://www.lafleurdebouard.com/"
362,"https://ollerdelmas.com/"
363,"https://www.chateau-latour.com/en"
364,"https://www.gazin.com/"
365,"https://www.moueix.com/"
366,"https://www.thunevin.com/"
367,"http://chateaufonroque.net/"
368,""
369,"https://www.vallegarcia.com/"
370,"https://www.newtonvineyard.com/"
371,"https://www.puririhills.com/"
372,"http://www.chateaulaserre.com/"
373,""
374,"http://www.chateaumonbousquet.com/"
375,"https://www.moueix.com/"
376,"https://www.canrafolsdelscaus.com/"
377,""
378,""
379,""
380,"https://www.stagsleap.com/"
381,"http://www.chateaumonbousquet.com/"
382,"https://www.thunevin.com/"
383,"http://www.chateaumonbousquet.com/"
384,""
385,"https://www.jjpruem.com/"
386,"https://m.hugel.com/"
387,"https://www.pegasusbay.com/"
388,"https://www.doennhoff.com/"
389,"https://www.kuehlingandbattenfeld.com/de/miteinander"
390,"https://www.castelldencus.com/"
391,""
392,"http://www.georg-breuer.com/"
393,"http://www.scharzhof.de/"
394,"https://www.castelldencus.com/"
395,"https://www.jjpruem.com/"
396,"https://www.emrich-schoenleber.de/de/"
397,"https://www.kuehlingandbattenfeld.com/de/miteinander"
398,"https://www.kuehlingandbattenfeld.com/de/miteinander"
399,"https://www.doennhoff.com/"
400,""
401,"https://www.hl.wine/"
402,"https://www.jjpruem.com/"
403,"https://www.von-winning.de/de/"
404,"https://feltonroad.com/"
405,"http://www.prinzsalm.de/"
406,"https://feltonroad.com/"
407,"https://aj-adam.de/"
408,"https://www.bayoffireswines.com.au/"
409,""
410,"https://www.cloudybay.co.nz/
"
411,"http://www.mellot.com/"
412,"https://invivowines.com/"
413,""
414,"https://amisfield.co.nz/"
415,""
416,""
417,""
418,"https://www.cloudybay.co.nz/"
419,"https://www.cloudybay.co.nz/"
420,"https://www.cloudybay.co.nz/"
421,"https://www.stmichael.it/"
422,"https://www.saintclair.co.nz/"
423,""
424,"https://www.cloudybay.co.nz/"
425,"https://www.lucien-crochet.fr/"
426,"http://www.mellot.com/"
427,"https://www.cloudybay.co.nz/"
428,"https://www.kimcrawfordwines.com/"
429,"https://invivowines.com/"
430,""
431,""
432,""
433,""
434,"https://www.lafleurdebouard.com/"
435,"https://www.chateau-sigalas-rabaud.com/"
436,"https://www.suduiraut.com/"
437,"https://www.chateau-latour.com/en"
438,"http://www.chateau-raymond-lafon.fr/"
439,"http://www.chateau-lalagune.com/
"
440,"https://www.aubert-vignobles.com/"
441,"https://www.gazin.com/"
442,"https://www.moueix.com/"
443,"https://www.thunevin.com/"
444,"http://www.chateau-raymond-lafon.fr/"
445,"http://chateaufonroque.net/"
446,""
447,"https://www.petitbocq.com/"
448,""
449,""
450,"https://www.gruaud-larose.com/en/"
451,"https://www.brane-cantenac.com/"
452,"https://www.malescot.com/"
453,"https://prieure-lichine.fr/"
454,"https://prieure-lichine.fr/"
455,"https://www.estournel.com/en/"
456,"http://www.chateau-raymond-lafon.fr/"
457,"http://www.chateaulaserre.com/"
458,"http://www.chateau-lalagune.com/"
459,""
460,""
461,"http://www.domainehubertlamy.com/"
462,"https://etiennesauzet.com/"
463,"http://www.chandondebriailles.com/en/"
464,"http://www.domaine-trapet.fr/"
465,"http://www.chandondebriailles.com/en/"
466,"http://www.chandondebriailles.com/en/"
467,"https://www.jeanpaulbenoit-droin.fr/"
468,"http://www.carolineparent-et-associes.com/"
469,"https://www.jeanpaulbenoit-droin.fr/"
470,"http://www.chateaudeberu.com/"
471,""
472,"http://www.domaine-trapet.fr/"
473,"https://www.domaineguillemotmichel.net/"
474,"http://www.chassorney.com/vins.php"
475,"https://www.louislatour.com/en/"
476,"http://www.francois-carillon.com/"
477,""
478,"http://www.francois-carillon.com/"
479,"http://www.chandondebriailles.com/en/"
480,""
481,"http://www.chassorney.com/vins.php"
482,"http://www.domainederain.fr/"
483,""
484,"https://www.paraduxx.com/"
485,"https://www.newtonvineyard.com/"
486,"https://www.blackstallionwinery.com/"
487,"https://www.louismartini.com/"
488,"https://www.stagsleap.com/"
489,"https://www.paraduxx.com/"
490,"https://www.duckhorn.com/"
491,"https://www.paraduxx.com/"
492,"https://www.louismartini.com/"
493,"https://www.stagsleap.com/"
494,"https://robertmondaviwinery.com/"
495,"https://www.bvwines.com/"
496,"https://robertmondaviwinery.com/"
497,"https://www.bvwines.com/"
498,"https://www.bvwines.com/"
499,"https://www.sterlingvineyards.com/"
500,"https://robertmondaviwinery.com/"
501,"https://www.newtonvineyard.com/"
502,"https://www.beringer.com/"
503,"https://www.thefamilycoppola.com/en/ffcw"
504,"https://www.bvwines.com/
"
505,"https://gaja.com/"
506,"https://gaja.com/"
507,"https://gaja.com/"
508,"http://www.ferdinandoprincipiano.it/"
509,"https://www.vietti.com/"
510,"https://www.vietti.com/"
511,"https://www.ceretto.com/"
512,"https://gaja.com/"
513,"https://www.cascinadegliulivi.it/"
514,"http://www.robertosarotto.com/"
515,"http://www.robertosarotto.com/"
516,"https://www.prunotto.it/it/"
517,"http://cantinedamilano.it/"
518,"https://www.cavallotto.com/"
519,"https://www.ceretto.com/"
520,"https://enjoyvillam.com/"
521,"https://www.poderialdoconterno.com/"
522,""
523,"https://www.mascarello1881.com/"
524,"https://www.prunotto.it/it/"
525,"https://www.prunotto.it/it/"
526,"http://www.robertosarotto.com/"
527,"https://enjoyvillam.com/"
528,"https://www.cascinadegliulivi.it/"
529,"https://www.piocesare.it/"
530,"https://www.chapoutier.com/fr/"
531,"https://www.chapoutier.com/fr/"
532,"https://www.chapoutier.com/fr/"
533,"https://www.chapoutier.com/fr/"
534,""
535,"https://lafermedumont.com/"
536,"https://www.chantecigale.com/"
537,"http://www.lajanasse.com/en/"
538,""
539,"http://www.georges-vernay.fr/"
540,"http://www.eric-texier.com/"
541,"http://www.kreydenweiss.com/"
542,"http://familleperrin.com/en/"
543,"https://www.maisondegrandesprit.com/"
544,"https://www.maisondegrandesprit.com/"
545,"https://www.pierre-amadieu.com/"
546,"https://www.chapoutier.com/fr/
"
547,"http://www.eric-texier.com/"
548,"http://www.delas.com/fr/"
549,"https://www.pierre-amadieu.com/"
550,"https://www.cellierdesprinces.fr/"
551,"http://www.georges-vernay.fr/
"
552,"https://www.cellierdesprinces.fr/"
553,"https://www.chapoutier.com/fr/"
554,"http://familleperrin.com/en/"
555,"https://www.chapoutier.com/fr/"
556,"https://www.chapoutier.com/fr/"
557,"https://www.chapoutier.com/fr/"
558,"https://www.chapoutier.com/fr/"
559,""
560,"https://lafermedumont.com/"
561,"https://www.chantecigale.com/"
562,"http://www.lajanasse.com/en/"
563,""
564,"http://www.georges-vernay.fr/"
565,"http://www.eric-texier.com/"
566,"http://www.kreydenweiss.com/"
567,"http://familleperrin.com/en/"
568,"https://www.maisondegrandesprit.com/"
569,"https://www.maisondegrandesprit.com/"
570,"https://www.pierre-amadieu.com/"
571,"https://www.chapoutier.com/fr/"
572,"http://www.eric-texier.com/"
573,"http://www.delas.com/fr/"
574,"https://www.pierre-amadieu.com/"
575,"https://www.cellierdesprinces.fr/"
576,"http://www.georges-vernay.fr/"
577,"https://www.cellierdesprinces.fr/"
578,"https://www.chapoutier.com/fr/"
579,"http://familleperrin.com/en/"
580,"https://paradisodicacuci.com/"
581,"https://gaja.com/"
582,"https://gaja.com/"
583,"https://gaja.com/"
584,"http://www.fontodi.com/"
585,"https://www.fattoriadeibarbi.it/"
586,""
587,"https://www.argiano.net/"
588,"https://gaja.com/"
589,"https://gaja.com/"
590,"https://gaja.com/"
591,"https://paradisodicacuci.com/"
592,""
593,"https://gaja.com/"
594,"https://gaja.com/"
595,"http://www.fonterenza.com/"
596,""
597,"http://www.fontodi.com/"
598,"https://www.biserno.it/en/home.html"
599,"https://www.roccadicastagnoli.com/en/"
600,"https://www.roccadicastagnoli.com/en/"
601,"http://www.fontodi.com/"
602,"https://www.pacina.it/"
603,"https://www.ruffino.it/en"
604,"http://www.fonterenza.com/"
605,"http://www.bodegamiterruno.com.ar/"
606,"https://www.rutiniwines.com/"
607,"https://www.rutiniwines.com/"
608,"https://matiasriccitelli.com/"
609,"https://matiasriccitelli.com/"
610,"http://www.lucawines.com/"
611,"https://matiasriccitelli.com/"
612,"https://www.terrazasdelosandes.com/en/"
613,"https://matiasriccitelli.com/
"
614,"http://www.bodegasalentein.com/"
615,"https://www.kaikenwines.com/disclaimer"
616,"https://www.rutiniwines.com/"
617,"https://www.rutiniwines.com/"
618,""
619,"https://matiasriccitelli.com/"
620,"https://luigibosca.com/"
621,"https://www.susanabalbowines.com.ar/"
622,"https://www.bodegarenacer.com.ar/"
623,"https://matiasriccitelli.com/"
624,"https://luigibosca.com/"
625,"http://www.mascotavineyards.com/"
626,"https://www.susanabalbowines.com.ar/"
627,"https://www.kaikenwines.com/disclaimer"
628,"https://www.bodegarenacer.com.ar/"
629,"https://matiasriccitelli.com/"
630,"https://kaesler.com.au/"
631,"https://www.heartlandwines.com.au/homepage-international/"
632,"https://www.penfolds.com/"
633,"https://www.mitolowines.com.au/"
634,"https://www.mitolowines.com.au/"
635,"https://www.houseofarras.com.au/"
636,"https://www.bayoffireswines.com.au/"
637,"https://www.bayoffireswines.com.au/"
638,"https://www.shawandsmith.com/"
639,"https://mollydookerwines.com.au/"
640,"https://www.calabriawines.com.au/"
641,"https://www.bayoffireswines.com.au/"
642,"https://www.bayoffireswines.com.au/"
643,"https://www.hugowines.com.au/"
644,"https://www.bayoffireswines.com.au/"
645,"https://www.houseofarras.com.au/"
646,"https://kaesler.com.au/"
647,"https://mitchelton.com.au/"
648,"https://www.penfolds.com/"
649,"https://www.sthugo.com/buy-wine"
650,"https://www.penfolds.com/"
651,"https://www.sthugo.com/buy-wine"
652,"https://www.houseofarras.com.au/"
653,"https://www.accoladewines.com/"
654,"https://www.penfolds.com/"
655,"https://www.gutoggau.com/"
656,"https://www.gobelsburg.at/"
657,"https://veyder.malberg.at/"
658,"https://www.gobelsburg.at/"
659,"https://www.wieninger.at/"
660,"https://fx-pichler.at/en/news_/"
661,"https://www.gobelsburg.at/"
662,"https://www.iby.at/"
663,"https://www.gobelsburg.at/"
664,"https://www.gobelsburg.at/"
665,"https://www.monteswines.com/
"
666,"https://www.perezcruz.com/"
667,"http://www.elprincipal.cl/"
668,"https://www.perezcruz.com/"
669,"https://aquitania.cl/"
670,"http://www.elprincipal.cl/"
671,"https://casasilva.cl/inicio"
672,"https://www.undurraga.cl/"
673,"http://www.lapostollewines.com/"
674,"https://www.perezcruz.com/"
675,"http://www.emiliana.cl/"
676,"https://aquitania.cl/"
677,"https://www.dominiofournier.com/es"
678,""
679,"https://www.escudo-rojo.com/"
680,"https://www.tabali.com/"
681,"https://errazuriz.com/"
682,""
683,"https://www.monteswines.com/"
684,""
685,""
686,""
687,"https://www.carmen.com/en/"
688,"https://errazuriz.com/"
689,"https://www.escudo-rojo.com/"
690,"https://www.chapoutier.com/fr/"
691,""
692,"https://www.champagne-laherte.com/"
693,"https://www.champagne-billecart.fr/"
694,"https://www.polroger.com/"
695,"https://www.chapoutier.com/fr/"
696,"https://www.lafleurdebouard.com/"
697,"https://www.chateau-sigalas-rabaud.com/"
698,""
699,"http://www.domainehubertlamy.com/
"
700,"https://www.cave-turckheim.com/fr/"
701,"https://www.veuveclicquot.com/ko-kr"
702,"https://www.laurent-perrier.com/fr/"
703,"https://www.ruinart.com/en-us"
704,"https://www.veuveclicquot.com/ko-kr"
705,"https://www.champagne-billecart.fr/"
706,"https://www.moet.com/en-int"
707,"https://www.champagne-billecart.fr/"
708,"https://www.suduiraut.com/"
709,"https://www.chateau-latour.com/en"
710,"https://www.louis-roederer.com/fr/prehome"
711,"https://www.louis-roederer.com/fr/prehome"
712,"https://www.champagne-marguet.fr/en/"
713,"http://www.chateau-raymond-lafon.fr/"
714,"http://www.chateau-lalagune.com/"
715,""
716,"https://www.jjpruem.com/"
717,"http://www.weingut-huber.com/"
718,"https://www.von-winning.de/de/"
719,"https://www.doennhoff.com/"
720,"https://www.kuehlingandbattenfeld.com/de/miteinander"
721,""
722,"http://www.georg-breuer.com/"
723,"http://www.scharzhof.de/"
724,"https://www.jjpruem.com/"
725,"https://www.emrich-schoenleber.de/de/"
726,"https://www.kuehlingandbattenfeld.com/de/miteinander"
727,"https://www.kuehlingandbattenfeld.com/de/miteinander"
728,"https://www.doennhoff.com/"
729,"https://www.hl.wine/"
730,"https://www.jjpruem.com/"
731,"https://www.von-winning.de/de/"
732,"http://www.prinzsalm.de/"
733,"https://stodden.de/"
734,"https://aj-adam.de/"
735,"https://www.kesselstatt.de/"
736,"https://drloosen.de/de/"
737,"https://drloosen.de/de/"
738,"https://drloosen.de/de/"
739,"https://drloosen.de/de/"
740,"https://www.donnafugata.it/"
741,"https://paradisodicacuci.com/"
742,"https://www.donnafugata.it/"
743,"https://gaja.com/"
744,"https://gaja.com/"
745,"https://gaja.com/"
746,"https://gaja.com/"
747,"https://gaja.com/"
748,"http://www.fontodi.com/"
749,"https://gaja.com/"
750,"https://www.fattoriadeibarbi.it/"
751,""
752,"https://www.argiano.net/"
753,"https://gaja.com/"
754,"https://gaja.com/"
755,"http://www.ferdinandoprincipiano.it/"
756,"https://www.vietti.com/"
757,"https://www.vietti.com/"
758,"http://www.radikon.it/"
759,"https://www.masi.it/en"
760,"http://www.quintodecimo.it/"
761,""
762,"https://www.collefrisio.it/"
763,"https://www.donnafugata.it/"
764,"http://www.radikon.it/"
765,"https://www.anselmomendes.pt/"
766,"http://searadordens.com/"
767,"https://www.quintadocrasto.pt/"
768,"https://www.quintadocrasto.pt/"
769,"https://www.roquettecazes.com/"
770,"https://www.anselmomendes.pt/"
771,"https://www.quintadonoval.com/"
772,"https://www.quinta-casa-amarela.com/"
773,"https://www.quintadocrasto.pt/"
774,"https://www.quintadocrasto.pt/"
775,"https://www.quintadocrasto.pt/"
776,"https://www.quintadocrasto.pt/"
777,"https://www.quintadocrasto.pt/"
778,"https://www.niepoort-vinhos.com/pt/"
779,"https://www.roquettecazes.com/"
780,"https://www.quintadovalemeao.pt/"
781,"http://www.herdadedosgrous.pt/pt/"
782,"https://www.quintadovalemeao.pt/"
783,"http://www.herdadedosgrous.pt/pt/"
784,"http://www.herdadedosgrous.pt/pt/"
785,""
786,"http://www.herdadedosgrous.pt/pt/"
787,"http://alameda.pt/"
788,"https://www.quintadonoval.com/"
789,""
790,"https://www.temposvegasicilia.com/"
791,"https://www.bodegasmuga.com/"
792,"http://casacastillo.es/"
793,"http://www.vinasastre.com/"
794,"http://tomaspostigo.es/"
795,"http://www.losadavinosdefinca.com/"
796,"https://www.temposvegasicilia.com/"
797,"https://www.temposvegasicilia.com/en/wine/233/pintia"
798,"https://www.temposvegasicilia.com/"
799,"https://www.pagodecarraovejas.com/"
800,"https://www.temposvegasicilia.com/en/wine/233/pintia"
801,"https://www.pagodecarraovejas.com/"
802,"https://bodegasaltomoncayo.com/"
803,"https://www.marquesdemurrieta.com/bodegas-rioja/index.php"
804,"https://www.temposvegasicilia.com/en/wine/233/pintia"
805,"https://www.bodegasmuga.com/"
806,"https://www.masmartinet.com/"
807,"https://www.temposvegasicilia.com/"
808,"http://www.vinasastre.com/"
809,"http://www.bodegacontador.com/"
810,"https://www.bodegasmuga.com/"
811,"https://www.haciendamonasterio.com/"
812,"https://ferrerbobet.com/"
